timestamp,hr
1689046076.1037252,61
1689046077.130812,61
1689046078.1151557,61
1689046079.1041455,61
1689046080.1339703,60
1689046081.1315901,60
1689046082.1145883,60
1689046083.1036992,60
1689046084.1323724,60
1689046085.1147292,60
1689046086.1132247,60
1689046087.1041508,60
1689046088.132163,60
1689046089.1157537,60
1689046090.1050057,60
1689046091.135004,60
1689046092.1187363,60
1689046093.1047769,60
1689046094.104781,61
1689046095.1327734,61
1689046096.115776,61
1689046097.10477,61
1689046098.1360414,61
1689046099.1194694,61
1689046100.105209,61
1689046101.140657,61
1689046102.1530893,63
1689046103.1412976,67
1689046104.1362915,69
1689046105.1196237,69
1689046106.105635,69
1689046107.1372178,69
1689046108.1202164,69
1689046109.1059945,69
1689046110.1373668,69
1689046111.1392717,69
1689046112.1197789,70
1689046113.1183114,72
1689046114.1366343,73
1689046115.1206777,75
1689046116.1066515,75
1689046117.1371105,75
1689046118.1206105,75
1689046119.106934,75
1689046120.1378765,75
1689046121.1214972,75
1689046122.1068287,75
1689046123.1427329,75
1689046124.1397302,73
1689046125.1207278,72
1689046126.1185472,70
1689046127.1079912,69
1689046128.1350017,68
1689046129.1191766,68
1689046130.1078064,68
1689046131.136451,68
1689046132.1194532,68
1689046133.1083493,68
1689046134.14352,67
1689046135.1393464,66
1689046136.1220005,65
1689046137.1081092,65
1689046138.1385448,65
1689046139.135988,65
1689046140.120478,65
1689046141.119568,64
1689046142.1085663,64
1689046143.139344,64
1689046144.1226227,64
1689046145.1086164,64
1689046146.1396148,64
1689046147.1229115,64
1689046148.1087759,64
1689046149.1567733,64
1689046150.1453643,66
1689046151.1373665,68
1689046152.1213727,68
1689046153.1103756,68
1689046154.1383696,68
1689046155.1353858,68
1689046156.121146,68
1689046157.1101491,68
1689046158.142535,68
1689046159.1242797,67
1689046160.1099253,67
1689046161.1104035,66
1689046162.1185665,66
1689046163.1095695,66
1689046164.1105647,66
1689046165.137842,66
1689046166.121845,66
1689046167.1106224,66
1689046168.143714,66
1689046169.1247168,70
1689046170.1224048,73
1689046171.1114075,73
1689046172.1114016,73
1689046173.111024,72
1689046174.1440172,72
1689046175.1250277,73
1689046176.122905,73
1689046177.1419735,71
1689046178.1259036,70
1689046179.112447,70
1689046180.1416216,70
1689046181.1255658,70
1689046182.1225595,69
1689046183.1121275,69
1689046184.1121268,69
1689046185.1434963,69
1689046186.126319,71
1689046187.1372457,72
1689046188.1241944,72
1689046189.1125147,72
1689046190.1479514,73
1689046191.145944,74
1689046192.1268327,75
1689046193.1238348,75
1689046194.1130135,75
1689046195.112937,75
1689046196.1413143,75
1689046197.1380296,75
1689046198.1243508,75
1689046199.1125162,75
1689046200.1405103,75
1689046201.1244636,75
1689046202.1137245,75
1689046203.114297,75
1689046204.1423054,75
1689046205.1422784,75
1689046206.125023,75
1689046207.1140206,75
1689046208.1140196,74
1689046209.1493015,73
1689046210.1443963,72
1689046211.1413906,71
1689046212.1262388,71
1689046213.1138508,71
1689046214.1151254,71
1689046215.141683,71
1689046216.1258895,71
1689046217.1149042,71
1689046218.114702,71
1689046219.1430323,71
1689046220.1272936,71
1689046221.1230645,71
1689046222.1144738,71
1689046223.1254756,70
1689046224.1152503,70
1689046225.1152933,70
1689046226.142439,70
1689046227.1276743,70
1689046228.1156662,70
1689046229.1436682,70
1689046230.1267786,70
1689046231.1240544,70
1689046232.1160462,70
1689046233.116278,70
1689046234.1162934,70
1689046235.1162915,71
1689046236.116293,71
1689046237.1442885,71
1689046238.1282823,71
1689046239.1172864,71
1689046240.1522784,72
1689046241.164277,74
1689046242.1520476,78
1689046243.14504,80
1689046244.1280394,80
1689046245.1171176,80
1689046246.1479797,81
1689046247.1309786,81
1689046248.116976,81
1689046249.1169753,80
1689046250.1449773,80
1689046251.129976,80
1689046252.1289835,79
1689046253.11747,79
1689046254.1457815,79
1689046255.1292737,79
1689046256.1286278,78
1689046257.1285884,76
1689046258.1175878,76
1689046259.1458268,76
1689046260.1288583,76
1689046261.1178565,75
1689046262.1182098,75
1689046263.117926,75
1689046264.1509235,75
1689046265.1327844,76
1689046266.1187835,76
1689046267.149204,76
1689046268.1329854,76
1689046269.118846,76
1689046270.153791,76
1689046271.1358848,78
