timestamp,bvp
1689046076.9478126,66
1689046076.997808,64
1689046077.0478134,58
1689046077.0978112,53
1689046077.130812,50
1689046077.1808083,48
1689046077.230809,47
1689046077.2808077,44
1689046077.3308117,41
1689046077.3808076,36
1689046077.4308066,32
1689046077.4807281,30
1689046077.5310767,29
1689046077.5810766,28
1689046077.6310766,26
1689046077.6810763,24
1689046077.7310762,22
1689046077.7810764,21
1689046077.8310761,36
1689046077.8810756,58
1689046077.930803,66
1689046077.9811544,60
1689046078.0311553,54
1689046078.0811598,50
1689046078.1151557,47
1689046078.1651595,47
1689046078.2151551,46
1689046078.2649975,41
1689046078.3151984,36
1689046078.3651893,30
1689046078.4146242,26
1689046078.4646237,25
1689046078.5156236,25
1689046078.5656238,24
1689046078.615607,21
1689046078.6648028,18
1689046078.7152135,15
1689046078.764764,13
1689046078.8160424,17
1689046078.8651254,42
1689046078.9151204,67
1689046078.965119,68
1689046079.015031,59
1689046079.0651429,52
1689046079.1041455,48
1689046079.1511486,48
1689046079.2012625,49
1689046079.2512581,46
1689046079.301263,40
1689046079.3512592,33
1689046079.4012585,28
1689046079.4512596,27
1689046079.501258,27
1689046079.5512578,26
1689046079.6012626,25
1689046079.651257,22
1689046079.7012577,24
1689046079.7512572,42
1689046079.801257,64
1689046079.8512626,65
1689046079.9012573,56
1689046079.9512577,47
1689046080.0012572,43
1689046080.0512576,46
1689046080.1012564,47
1689046080.1339703,43
1689046080.1840336,40
1689046080.2340443,34
1689046080.2840345,27
1689046080.3334236,26
1689046080.383686,27
1689046080.43444,27
1689046080.4839458,26
1689046080.5336192,24
1689046080.5836294,37
1689046080.6344075,60
1689046080.6837184,71
1689046080.7340665,66
1689046080.7845917,58
1689046080.8475914,52
1689046080.8975947,50
1689046080.9475899,50
1689046080.9985945,47
1689046081.0475945,41
1689046081.0985904,36
1689046081.1315901,31
1689046081.1825895,30
1689046081.2325897,29
1689046081.2825892,28
1689046081.332594,27
1689046081.3815937,26
1689046081.432589,23
1689046081.481591,27
1689046081.5325902,48
1689046081.5815904,68
1689046081.6325896,69
1689046081.6825898,62
1689046081.7325888,56
1689046081.78259,52
1689046081.8326244,50
1689046081.88259,49
1689046081.932588,45
1689046081.9815936,40
1689046082.032593,35
1689046082.082588,31
1689046082.1145883,29
1689046082.1655877,29
1689046082.2155883,28
1689046082.2655878,26
1689046082.314588,24
1689046082.3655932,21
1689046082.4152317,19
1689046082.464692,24
1689046082.5156915,47
1689046082.5646915,66
1689046082.6148744,65
1689046082.665614,57
1689046082.7149827,51
1689046082.7648292,47
1689046082.815194,47
1689046082.8647034,46
1689046082.9146993,42
1689046082.9647005,36
1689046083.0146985,29
1689046083.0646982,25
1689046083.1036992,23
1689046083.1487026,22
1689046083.1987026,22
1689046083.248698,20
1689046083.2987025,17
1689046083.3486981,14
1689046083.3987026,12
1689046083.448582,28
1689046083.4995773,61
1689046083.5495818,69
1689046083.5995777,62
1689046083.6487272,55
1689046083.6993086,47
1689046083.7493045,45
1689046083.799308,50
1689046083.8493085,48
1689046083.8993042,41
1689046083.9493034,34
1689046083.9991732,29
1689046084.049377,28
1689046084.0993729,28
1689046084.1323724,28
1689046084.1823766,27
1689046084.2323728,30
1689046084.282377,47
1689046084.3315864,64
1689046084.3823428,62
1689046084.4315827,53
1689046084.482632,45
1689046084.5316367,43
1689046084.5816383,46
1689046084.6316319,46
1689046084.6816328,41
1689046084.7316327,34
1689046084.781636,29
1689046084.8316321,27
1689046084.8816361,27
1689046084.9326313,28
1689046084.9816318,28
1689046085.031631,29
1689046085.0823934,44
1689046085.1147292,66
1689046085.1647255,70
1689046085.2147243,65
1689046085.2647257,58
1689046085.314957,53
1689046085.3652236,50
1689046085.4152284,50
1689046085.4652238,48
1689046085.5152283,42
1689046085.565224,37
1689046085.6152241,32
1689046085.6652284,30
1689046085.7152238,29
1689046085.7652278,28
1689046085.8292294,27
1689046085.879224,24
1689046085.9292245,31
1689046085.9792228,52
1689046086.0292277,68
1689046086.0792224,67
1689046086.1132247,60
1689046086.163227,57
1689046086.2122238,53
1689046086.262845,51
1689046086.314848,49
1689046086.3648438,46
1689046086.4148474,40
1689046086.4648435,36
1689046086.5149739,33
1689046086.5650246,31
1689046086.6152654,30
1689046086.6649494,29
1689046086.714736,27
1689046086.7647045,24
1689046086.8152199,21
1689046086.8674695,21
1689046086.9176173,36
1689046086.964871,59
1689046087.0157726,67
1689046087.0654132,61
1689046087.1041508,55
1689046087.1489406,52
1689046087.1994965,49
1689046087.249454,47
1689046087.2995272,46
1689046087.3487508,41
1689046087.3985627,36
1689046087.4488397,30
1689046087.4989448,26
1689046087.5486858,25
1689046087.599557,24
1689046087.649188,23
1689046087.6993191,21
1689046087.7490647,18
1689046087.7994292,16
1689046087.849164,17
1689046087.8991642,43
1689046087.9491634,67
1689046087.9991653,67
1689046088.0491679,60
1689046088.099163,53
1689046088.132163,49
1689046088.1821637,49
1689046088.2327223,50
1689046088.2817247,48
1689046088.3316891,42
1689046088.3841925,36
1689046088.431972,32
1689046088.4819736,30
1689046088.5321097,30
1689046088.5821135,29
1689046088.6321094,27
1689046088.6821094,31
1689046088.7321093,49
1689046088.7821143,63
1689046088.832114,60
1689046088.8821084,52
1689046088.9321094,46
1689046088.9821084,44
1689046089.032455,46
1689046089.081971,45
1689046089.1157537,40
1689046089.1665654,36
1689046089.2161674,31
1689046089.2661629,28
1689046089.317341,27
1689046089.3663547,28
1689046089.4163547,27
1689046089.4673543,29
1689046089.517355,44
1689046089.566354,63
1689046089.616359,65
1689046089.666354,58
1689046089.7163587,52
1689046089.7663538,49
1689046089.8163533,48
1689046089.8658252,48
1689046089.9161994,44
1689046089.9659562,39
1689046090.0160067,34
1689046090.0660057,32
1689046090.1050057,31
1689046090.1490102,31
1689046090.199005,31
1689046090.2490096,30
1689046090.2990055,34
1689046090.3520055,52
1689046090.4020052,65
1689046090.4520092,64
1689046090.5020094,58
1689046090.5520048,54
1689046090.6020777,50
1689046090.652009,48
1689046090.702005,46
1689046090.7520053,42
1689046090.8020043,38
1689046090.8520093,34
1689046090.9020042,32
1689046090.9520042,31
1689046091.0020041,30
1689046091.0520036,29
1689046091.1020038,28
1689046091.135004,26
1689046091.1850045,27
1689046091.235004,40
1689046091.2850037,56
1689046091.3350039,60
1689046091.3850086,56
1689046091.435004,52
1689046091.4850028,48
1689046091.5350044,46
1689046091.58541,44
1689046091.6353083,41
1689046091.6853085,38
1689046091.7353077,34
1689046091.7853432,31
1689046091.8347414,29
1689046091.8847368,29
1689046091.934739,28
1689046091.9847405,26
1689046092.0347373,24
1689046092.0847406,22
1689046092.1187363,21
1689046092.1687355,25
1689046092.218889,42
1689046092.268778,56
1689046092.318778,55
1689046092.3687782,50
1689046092.4187818,46
1689046092.4687834,43
1689046092.5187817,43
1689046092.5687768,42
1689046092.6187818,40
1689046092.6687775,35
