timestamp,spo2
1689046076.1037252,97
1689046077.130812,97
1689046078.1151557,97
1689046079.1041455,97
1689046080.1339703,97
1689046081.1315901,98
1689046082.1145883,98
1689046083.1036992,98
1689046084.1323724,98
1689046085.1147292,98
1689046086.1132247,97
1689046087.1041508,97
1689046088.132163,97
1689046089.1157537,97
1689046090.1050057,97
1689046091.135004,97
1689046092.1187363,97
1689046093.1047769,97
1689046094.104781,97
1689046095.1327734,97
1689046096.115776,97
1689046097.10477,97
1689046098.1360414,97
1689046099.1194694,97
1689046100.105209,97
1689046101.140657,97
1689046102.1530893,97
1689046103.1412976,97
1689046104.1362915,97
1689046105.1196237,97
1689046106.105635,97
1689046107.1372178,97
1689046108.1202164,97
1689046109.1059945,97
1689046110.1373668,97
1689046111.1392717,97
1689046112.1197789,97
1689046113.1183114,97
1689046114.1366343,97
1689046115.1206777,97
1689046116.1066515,97
1689046117.1371105,97
1689046118.1206105,97
1689046119.106934,97
1689046120.1378765,97
1689046121.1214972,97
1689046122.1068287,97
1689046123.1427329,97
1689046124.1397302,97
1689046125.1207278,97
1689046126.1185472,97
1689046127.1079912,96
1689046128.1350017,96
1689046129.1191766,96
1689046130.1078064,96
1689046131.136451,96
1689046132.1194532,96
1689046133.1083493,96
1689046134.14352,96
1689046135.1393464,96
1689046136.1220005,96
1689046137.1081092,96
1689046138.1385448,96
1689046139.135988,95
1689046140.120478,95
1689046141.119568,95
1689046142.1085663,95
1689046143.139344,95
1689046144.1226227,95
1689046145.1086164,95
1689046146.1396148,95
1689046147.1229115,95
1689046148.1087759,95
1689046149.1567733,95
1689046150.1453643,95
1689046151.1373665,95
1689046152.1213727,95
1689046153.1103756,95
1689046154.1383696,95
1689046155.1353858,94
1689046156.121146,94
1689046157.1101491,94
1689046158.142535,94
1689046159.1242797,94
1689046160.1099253,94
1689046161.1104035,94
1689046162.1185665,93
1689046163.1095695,93
1689046164.1105647,94
1689046165.137842,94
1689046166.121845,94
1689046167.1106224,94
1689046168.143714,94
1689046169.1247168,94
1689046170.1224048,94
1689046171.1114075,94
1689046172.1114016,94
1689046173.111024,93
1689046174.1440172,93
1689046175.1250277,93
1689046176.122905,92
1689046177.1419735,92
1689046178.1259036,92
1689046179.112447,92
1689046180.1416216,92
1689046181.1255658,92
1689046182.1225595,92
1689046183.1121275,92
1689046184.1121268,93
1689046185.1434963,93
1689046186.126319,93
1689046187.1372457,94
1689046188.1241944,94
1689046189.1125147,94
1689046190.1479514,94
1689046191.145944,94
1689046192.1268327,94
1689046193.1238348,93
1689046194.1130135,93
1689046195.112937,92
1689046196.1413143,92
1689046197.1380296,91
1689046198.1243508,91
1689046199.1125162,91
1689046200.1405103,91
1689046201.1244636,91
1689046202.1137245,91
1689046203.114297,92
1689046204.1423054,92
1689046205.1422784,93
1689046206.125023,93
1689046207.1140206,93
1689046208.1140196,92
1689046209.1493015,92
1689046210.1443963,92
1689046211.1413906,91
1689046212.1262388,91
1689046213.1138508,91
1689046214.1151254,92
1689046215.141683,92
1689046216.1258895,92
1689046217.1149042,92
1689046218.114702,93
1689046219.1430323,93
1689046220.1272936,93
1689046221.1230645,92
1689046222.1144738,92
1689046223.1254756,91
1689046224.1152503,91
1689046225.1152933,90
1689046226.142439,90
1689046227.1276743,90
1689046228.1156662,90
1689046229.1436682,90
1689046230.1267786,90
1689046231.1240544,91
1689046232.1160462,91
1689046233.116278,93
1689046234.1162934,94
1689046235.1162915,95
1689046236.116293,97
1689046237.1442885,97
1689046238.1282823,97
1689046239.1172864,97
1689046240.1522784,97
1689046241.164277,97
1689046242.1520476,97
1689046243.14504,97
1689046244.1280394,97
1689046245.1171176,97
1689046246.1479797,97
1689046247.1309786,97
1689046248.116976,97
1689046249.1169753,97
1689046250.1449773,97
1689046251.129976,97
1689046252.1289835,97
1689046253.11747,97
1689046254.1457815,97
1689046255.1292737,97
1689046256.1286278,97
1689046257.1285884,97
1689046258.1175878,97
1689046259.1458268,97
1689046260.1288583,97
1689046261.1178565,97
1689046262.1182098,97
1689046263.117926,98
1689046264.1509235,98
1689046265.1327844,98
1689046266.1187835,98
1689046267.149204,98
1689046268.1329854,98
1689046269.118846,98
1689046270.153791,98
1689046271.1358848,98
