timestamp,spo2
1689041930.7937338,98
1689041931.7800055,98
1689041932.8100033,98
1689041933.7939985,98
1689041934.779996,98
1689041935.8105414,98
1689041936.7935345,98
1689041937.7905347,98
1689041938.7795618,98
1689041939.8155575,98
1689041940.8125582,98
1689041941.7945526,98
1689041942.7813778,98
1689041943.8113759,98
1689041944.795381,98
1689041945.8123763,98
1689041946.7953715,98
1689041947.7823684,98
1689041948.8123698,98
1689041949.7953682,98
1689041950.7813683,98
1689041951.8173666,98
1689041952.809361,98
1689041953.793363,98
1689041954.7823622,98
1689041955.8103557,98
1689041956.7925088,98
1689041957.7825072,98
1689041958.8125033,98
1689041959.795504,98
1689041960.7925067,97
1689041961.7845027,97
1689041962.7815015,97
1689041963.8144946,97
1689041964.795498,97
1689041965.7824972,97
1689041966.7830436,97
1689041967.7879562,98
1689041968.78295,98
1689041969.8109496,98
1689041970.7939484,98
1689041971.793946,98
1689041972.7829466,98
1689041973.810942,98
1689041974.7959404,98
1689041975.7829428,98
1689041976.8110845,98
1689041977.7949352,98
1689041978.791776,97
1689041979.7837527,97
1689041980.8143902,97
1689041981.7975547,97
1689041982.7840042,97
1689041983.8147182,97
1689041984.7981608,97
1689041985.7836475,97
1689041986.8148155,97
1689041987.811922,96
1689041988.7951248,96
1689041989.7835796,96
1689041990.811538,96
1689041991.7967703,96
1689041992.793056,96
1689041993.7844188,96
1689041994.8153856,96
1689041995.7984576,96
1689041996.8102286,95
1689041997.7990642,95
1689041998.7844532,95
1689041999.8129294,95
1689042000.810062,94
1689042001.7972887,94
1689042002.7968805,94
1689042003.8199983,93
1689042004.813,93
1689042005.796423,93
1689042006.7860987,93
1689042007.816097,93
1689042008.7998838,93
1689042009.797228,93
1689042010.7857978,93
1689042011.8135486,93
1689042012.7966561,93
1689042013.794418,92
1689042014.7857025,92
1689042015.81887,92
1689042016.800309,92
1689042017.7868311,92
1689042018.81667,92
1689042019.8011255,92
1689042020.7871425,92
1689042021.787145,92
1689042022.8361387,92
1689042023.8173947,92
1689042024.8012316,92
1689042025.787228,92
1689042026.8228333,92
1689042027.786827,91
1689042028.819826,91
1689042029.80218,91
1689042030.7990096,91
1689042031.78801,91
1689042032.8175728,91
1689042033.8155713,90
1689042034.7985463,90
1689042035.7875488,90
1689042036.8155472,90
1689042037.7985415,90
1689042038.7883217,90
1689042039.8153162,90
1689042040.7993145,90
1689042041.7893124,90
1689042042.8161607,90
1689042043.8001416,90
1689042044.8002117,90
1689042045.800787,90
1689042046.7887814,90
1689042047.8194532,90
1689042048.8025386,90
1689042049.7897346,90
1689042050.8197386,90
1689042051.8024664,90
1689042052.800464,90
1689042053.8004673,90
1689042054.8004644,90
1689042055.790289,90
1689042056.795287,91
1689042057.8012903,92
1689042058.7902822,92
1689042059.7898774,94
1689042060.7898712,95
1689042061.7958703,96
1689042062.7958877,97
1689042063.789889,97
1689042064.7898843,98
1689042065.820882,98
1689042066.8038797,98
1689042067.7908826,98
1689042068.8208973,98
1689042069.8050032,98
1689042070.7905061,98
1689042071.7905092,98
1689042072.8217285,98
1689042073.804724,98
1689042074.7907238,98
1689042075.8215396,98
1689042076.8045435,98
1689042077.790891,98
1689042078.7920449,98
1689042079.7917051,98
1689042080.8217263,98
1689042081.8107285,98
1689042082.802769,98
1689042083.79153,98
1689042084.8195283,98
1689042085.8061948,98
1689042086.7914083,98
