timestamp,hr
1689041930.7937338,74
1689041931.7800055,74
1689041932.8100033,74
1689041933.7939985,74
1689041934.779996,74
1689041935.8105414,74
1689041936.7935345,74
1689041937.7905347,72
1689041938.7795618,72
1689041939.8155575,71
1689041940.8125582,70
1689041941.7945526,68
1689041942.7813778,68
1689041943.8113759,68
1689041944.795381,68
1689041945.8123763,67
1689041946.7953715,66
1689041947.7823684,66
1689041948.8123698,66
1689041949.7953682,66
1689041950.7813683,66
1689041951.8173666,66
1689041952.809361,68
1689041953.793363,68
1689041954.7823622,68
1689041955.8103557,68
1689041956.7925088,68
1689041957.7825072,68
1689041958.8125033,69
1689041959.795504,69
1689041960.7925067,69
1689041961.7845027,69
1689041962.7815015,70
1689041963.8144946,70
1689041964.795498,71
1689041965.7824972,71
1689041966.7830436,72
1689041967.7879562,72
1689041968.78295,72
1689041969.8109496,72
1689041970.7939484,72
1689041971.793946,73
1689041972.7829466,73
1689041973.810942,73
1689041974.7959404,73
1689041975.7829428,73
1689041976.8110845,73
1689041977.7949352,73
1689041978.791776,73
1689041979.7837527,74
1689041980.8143902,74
1689041981.7975547,74
1689041982.7840042,74
1689041983.8147182,74
1689041984.7981608,74
1689041985.7836475,74
1689041986.8148155,74
1689041987.811922,74
1689041988.7951248,74
1689041989.7835796,74
1689041990.811538,74
1689041991.7967703,74
1689041992.793056,75
1689041993.7844188,75
1689041994.8153856,75
1689041995.7984576,75
1689041996.8102286,75
1689041997.7990642,75
1689041998.7844532,75
1689041999.8129294,75
1689042000.810062,75
1689042001.7972887,75
1689042002.7968805,76
1689042003.8199983,77
1689042004.813,78
1689042005.796423,78
1689042006.7860987,78
1689042007.816097,79
1689042008.7998838,79
1689042009.797228,80
1689042010.7857978,80
1689042011.8135486,80
1689042012.7966561,80
1689042013.794418,80
1689042014.7857025,80
1689042015.81887,80
1689042016.800309,81
1689042017.7868311,81
1689042018.81667,81
1689042019.8011255,81
1689042020.7871425,81
1689042021.787145,81
1689042022.8361387,81
1689042023.8173947,80
1689042024.8012316,80
1689042025.787228,80
1689042026.8228333,80
1689042027.786827,78
1689042028.819826,78
1689042029.80218,77
1689042030.7990096,76
1689042031.78801,76
1689042032.8175728,74
1689042033.8155713,74
1689042034.7985463,74
1689042035.7875488,74
1689042036.8155472,74
1689042037.7985415,74
1689042038.7883217,74
1689042039.8153162,74
1689042040.7993145,74
1689042041.7893124,74
1689042042.8161607,74
1689042043.8001416,74
1689042044.8002117,75
1689042045.800787,76
1689042046.7887814,76
1689042047.8194532,78
1689042048.8025386,78
1689042049.7897346,78
1689042050.8197386,78
1689042051.8024664,78
1689042052.800464,79
1689042053.8004673,80
1689042054.8004644,81
1689042055.790289,81
1689042056.795287,81
1689042057.8012903,81
1689042058.7902822,81
1689042059.7898774,81
1689042060.7898712,81
1689042061.7958703,81
1689042062.7958877,81
1689042063.789889,78
1689042064.7898843,76
1689042065.820882,73
1689042066.8038797,73
1689042067.7908826,73
1689042068.8208973,73
1689042069.8050032,73
1689042070.7905061,73
1689042071.7905092,72
1689042072.8217285,71
1689042073.804724,71
1689042074.7907238,71
1689042075.8215396,71
1689042076.8045435,71
1689042077.790891,71
1689042078.7920449,69
1689042079.7917051,68
1689042080.8217263,68
1689042081.8107285,68
1689042082.802769,68
1689042083.79153,68
1689042084.8195283,68
1689042085.8061948,68
1689042086.7914083,68
