timestamp,hr
1689044691.0307183,78
1689044692.029872,79
1689044693.0237772,80
1689044694.0066025,80
1689044694.9958205,80
1689044696.0288184,80
1689044697.0098212,79
1689044698.0088193,80
1689044698.9967022,80
1689044700.0232968,80
1689044701.0073,80
1689044701.9962933,80
1689044703.024726,80
1689044704.0070825,80
1689044704.9963589,80
1689044706.0247276,80
1689044707.0074406,80
1689044707.9964247,80
1689044708.9964342,81
1689044710.0244448,81
1689044711.0084434,81
1689044711.997438,81
1689044713.0304353,81
1689044714.0114334,80
1689044714.9977589,80
1689044716.0277557,80
1689044717.011754,80
1689044717.9977796,80
1689044718.9977741,79
1689044719.9976912,78
1689044721.0292451,78
1689044722.0172434,78
1689044723.009246,78
1689044723.9982429,78
1689044725.0252528,78
1689044726.0092502,78
1689044726.9986157,78
1689044728.0336132,77
1689044729.0326083,76
1689044730.0316095,75
1689044731.012601,74
1689044732.009604,73
1689044732.998801,73
1689044733.9986477,73
1689044735.0296452,74
1689044736.0121398,74
1689044736.9991388,74
1689044738.0292127,74
1689044739.0132134,74
1689044739.9992135,74
1689044741.0292125,74
1689044742.013206,74
1689044742.9992082,74
1689044744.0302067,74
1689044745.0132012,74
1689044745.9992034,74
1689044747.0307505,74
1689044748.0137482,74
1689044749.0007503,74
1689044750.0307446,74
1689044751.0147436,74
1689044752.0117416,74
1689044753.0007436,74
1689044754.0287423,74
1689044755.0117364,74
1689044756.0006027,74
1689044757.0277877,74
1689044758.011701,74
1689044759.0006979,74
1689044760.0286975,74
1689044761.0126963,74
1689044762.0016983,74
1689044763.0286925,74
1689044764.0126908,74
1689044765.0016897,74
1689044766.029687,74
1689044767.0126908,74
1689044768.0016837,74
1689044769.029686,74
1689044770.0126803,74
1689044771.001683,74
1689044772.029678,74
1689044773.0136755,74
1689044774.0026739,74
1689044775.0026724,74
1689044776.0326698,73
1689044777.0166728,73
1689044778.0024698,73
1689044779.0024722,73
1689044780.0298083,73
1689044781.012806,73
1689044782.0021353,73
1689044783.002138,73
1689044784.0301325,73
1689044785.014328,73
1689044786.0023463,73
1689044787.0299056,73
1689044788.0139184,73
1689044789.0031,73
1689044790.0310972,73
1689044791.0139177,73
1689044792.0139165,74
1689044793.0029142,74
1689044794.0339127,74
1689044795.0167754,74
1689044796.0141237,74
1689044797.003513,74
1689044798.0362806,74
1689044799.0173876,75
1689044800.004194,75
1689044801.033826,75
1689044802.0180984,75
1689044803.0044022,75
1689044804.0354004,75
1689044805.0184033,75
1689044806.034983,76
1689044807.0369816,78
1689044808.017985,80
1689044809.0149822,82
1689044810.0129805,82
1689044811.0039804,82
1689044812.031785,82
1689044813.0157845,82
1689044814.0047812,82
1689044815.0327792,82
1689044816.0158396,82
1689044817.004929,82
1689044818.0357673,81
1689044819.0334928,81
1689044820.0191734,81
1689044821.0157306,80
1689044822.0053,80
1689044823.0378242,80
1689044824.018909,79
1689044825.005911,79
1689044826.0059066,79
1689044827.0339077,79
1689044828.0169017,79
1689044829.016905,80
1689044830.0059028,80
1689044831.033902,80
1689044832.0338995,80
1689044833.0171828,80
1689044834.0062926,80
1689044835.0392587,80
1689044836.0201344,81
1689044837.0182664,82
1689044838.018825,83
1689044839.0073533,83
1689044840.0368388,83
1689044841.0214038,83
1689044842.032234,83
1689044843.035424,83
1689044844.0184653,83
1689044845.016468,83
1689044846.0164618,83
1689044847.0180347,84
1689044848.0158958,84
1689044849.0158985,84
1689044850.0078967,84
1689044851.0378947,84
1689044852.00789,84
1689044853.0381029,83
1689044854.02205,82
1689044855.0080469,82
1689044856.0393949,82
1689044857.035952,82
1689044858.019501,82
1689044859.0077312,82
1689044860.0412712,82
1689044861.0219946,80
1689044862.009149,80
1689044863.0437856,80
1689044864.0559132,78
1689044865.0437655,77
1689044866.0420606,75
1689044867.02277,74
1689044868.0089984,74
1689044869.008997,73
1689044870.0449915,73
1689044871.0259945,72
1689044872.0199878,72
1689044873.0089898,72
1689044874.036989,72
1689044875.021025,72
1689044876.0100234,72
1689044877.0100236,73
