timestamp,bvp
1689047622.335568,90
1689047622.3856103,88
1689047622.4356093,68
1689047622.4856045,55
1689047622.5356047,50
1689047622.5853288,55
1689047622.635066,59
1689047622.685065,53
1689047622.735065,42
1689047622.7850695,35
1689047622.8350656,29
1689047622.8850694,26
1689047622.9350662,24
1689047622.9850707,23
1689047623.0350692,21
1689047623.0850694,18
1689047623.135065,15
1689047623.1860695,16
1689047623.2360654,47
1689047623.285064,85
1689047623.32407,82
1689047623.369069,67
1689047623.4190645,48
1689047623.4690647,40
1689047623.5190685,45
1689047623.5690641,53
1689047623.619069,50
1689047623.6690876,39
1689047623.7190816,27
1689047623.769077,20
1689047623.8190765,16
1689047623.869077,15
1689047623.9191413,15
1689047623.9690826,14
1689047624.0190766,12
1689047624.069078,8
1689047624.1190805,16
1689047624.1700764,57
1689047624.219076,94
1689047624.2690756,88
1689047624.31908,67
1689047624.3520799,54
1689047624.4031096,51
1689047624.4520805,56
1689047624.5020757,62
1689047624.5520751,56
1689047624.602075,43
1689047624.6520765,32
1689047624.7020764,26
1689047624.7520802,22
1689047624.8020792,21
1689047624.8520758,20
1689047624.9030747,18
1689047624.969079,44
1689047625.019079,83
1689047625.0690744,89
1689047625.1192055,72
1689047625.16971,56
1689047625.2196443,50
1689047625.2696486,57
1689047625.3196487,63
1689047625.3526485,55
1689047625.402645,46
1689047625.452644,36
1689047625.5026443,29
1689047625.5526438,28
1689047625.602648,28
1689047625.6526484,28
1689047625.7026434,40
1689047625.7526445,78
1689047625.802644,103
1689047625.8526435,95
1689047625.9026444,80
1689047625.9526455,72
1689047626.0026476,73
1689047626.0526428,80
1689047626.1028976,77
1689047626.1523612,65
1689047626.202361,53
1689047626.257361,45
1689047626.3053675,43
1689047626.3383603,42
1689047626.3883653,40
1689047626.4403608,42
1689047626.4883647,75
1689047626.5383604,119
1689047626.5883648,127
1689047626.6384249,118
1689047626.6883597,112
1689047626.7383602,105
1689047626.7883599,100
1689047626.8383982,95
1689047626.8883643,62
1689047626.93836,55
1689047626.9883595,49
1689047627.0383596,45
1689047627.0883603,43
1689047627.1383593,40
1689047627.1883593,38
1689047627.2383592,40
1689047627.2883606,59
1689047627.3253632,77
1689047627.3723595,78
1689047627.4223633,75
1689047627.4723594,72
1689047627.5224085,67
1689047627.5723653,63
1689047627.6223586,60
1689047627.6724157,55
1689047627.7227504,48
1689047627.7728198,42
1689047627.822816,39
1689047627.8728151,36
1689047627.9228156,34
1689047627.9728196,32
1689047628.0228193,29
