frame,timestamp
0,1689043066.9192755
1,1689043066.951271
2,1689043067.0002716
3,1689043067.0322714
4,1689043067.0642705
5,1689043067.095271
6,1689043067.127271
7,1689043067.1600337
8,1689043067.192033
9,1689043067.224034
10,1689043067.2562895
11,1689043067.2872894
12,1689043067.319294
13,1689043067.351289
14,1689043067.3992891
15,1689043067.4312897
16,1689043067.4632893
17,1689043067.4952934
18,1689043067.5272892
19,1689043067.560289
20,1689043067.592289
21,1689043067.6232889
22,1689043067.6552885
23,1689043067.6872885
24,1689043067.7192886
25,1689043067.751289
26,1689043067.7992885
27,1689043067.8312886
28,1689043067.8632886
29,1689043067.895293
30,1689043067.9272883
31,1689043067.9592884
32,1689043067.9922886
33,1689043068.0242882
34,1689043068.0552874
35,1689043068.0872881
36,1689043068.1192882
37,1689043068.1512883
38,1689043068.199288
39,1689043068.231292
40,1689043068.2632878
41,1689043068.2952878
42,1689043068.327288
43,1689043068.3592918
44,1689043068.3912919
45,1689043068.4232876
46,1689043068.4552875
47,1689043068.4872918
48,1689043068.5192919
49,1689043068.5512877
50,1689043068.5992873
51,1689043068.631287
52,1689043068.663287
53,1689043068.6952868
54,1689043068.727287
55,1689043068.7592916
56,1689043068.7912867
57,1689043068.8232927
58,1689043068.8552868
59,1689043068.8872862
60,1689043068.9192863
61,1689043068.9512866
62,1689043068.999291
63,1689043069.0312908
64,1689043069.0632865
65,1689043069.0952861
66,1689043069.1272862
67,1689043069.1602862
68,1689043069.1912863
69,1689043069.2232869
70,1689043069.255286
71,1689043069.2872872
72,1689043069.319286
73,1689043069.351286
74,1689043069.383286
75,1689043069.4312859
76,1689043069.4632897
77,1689043069.4952857
78,1689043069.5272903
79,1689043069.5592859
80,1689043069.5912914
81,1689043069.6232865
82,1689043069.6552856
83,1689043069.68729
84,1689043069.7192855
85,1689043069.7512856
86,1689043069.7992852
87,1689043069.8312852
88,1689043069.863285
89,1689043069.8952897
90,1689043069.927285
91,1689043069.9592848
92,1689043069.9912841
93,1689043070.023285
94,1689043070.0552857
95,1689043070.087285
96,1689043070.1192846
97,1689043070.151285
98,1689043070.1832845
99,1689043070.2312891
100,1689043070.2632897
101,1689043070.2952845
102,1689043070.3272889
103,1689043070.3592849
104,1689043070.392014
105,1689043070.4240098
106,1689043070.4560096
107,1689043070.48801
108,1689043070.5190094
109,1689043070.5520089
110,1689043070.5840166
111,1689043070.6320102
112,1689043070.6640093
113,1689043070.6960092
114,1689043070.7280133
115,1689043070.760009
116,1689043070.7920086
117,1689043070.8240092
118,1689043070.8560083
119,1689043070.8880086
120,1689043070.9200087
121,1689043070.9520133
122,1689043071.000008
123,1689043071.0320086
124,1689043071.0640085
125,1689043071.0960083
126,1689043071.128013
127,1689043071.1600091
128,1689043071.1920085
129,1689043071.224008
130,1689043071.2560081
131,1689043071.2880082
132,1689043071.3200126
133,1689043071.3520079
134,1689043071.3838477
135,1689043071.4314318
136,1689043071.4634314
137,1689043071.4954324
138,1689043071.5274315
139,1689043071.5594308
140,1689043071.5914361
141,1689043071.6234314
142,1689043071.6554356
143,1689043071.687431
144,1689043071.7194312
145,1689043071.7514317
146,1689043071.7834368
147,1689043071.8314304
148,1689043071.8634355
149,1689043071.8954308
150,1689043071.9274309
151,1689043071.9594352
152,1689043071.9914308
153,1689043072.0244308
154,1689043072.0554307
155,1689043072.0874305
156,1689043072.1194305
157,1689043072.1514347
158,1689043072.1834304
159,1689043072.2314348
160,1689043072.2634304
161,1689043072.2954347
162,1689043072.3274302
163,1689043072.3594298
164,1689043072.3914351
165,1689043072.42343
166,1689043072.45543
167,1689043072.4884298
168,1689043072.5194294
169,1689043072.55143
170,1689043072.5834296
171,1689043072.63143
172,1689043072.6634297
173,1689043072.6964297
174,1689043072.7274337
175,1689043072.7594295
176,1689043072.7914293
177,1689043072.8234293
178,1689043072.8554335
179,1689043072.8874292
180,1689043072.9198964
181,1689043072.951804
182,1689043072.9839797
183,1689043073.0319798
184,1689043073.06398
185,1689043073.0959797
186,1689043073.12798
187,1689043073.1599805
188,1689043073.19198
189,1689043073.2239797
190,1689043073.2559798
191,1689043073.2879798
192,1689043073.3199842
193,1689043073.351984
194,1689043073.3839796
195,1689043073.4319842
196,1689043073.4639797
197,1689043073.4959846
198,1689043073.5279796
199,1689043073.5599794
200,1689043073.5919838
201,1689043073.6239793
202,1689043073.6559834
203,1689043073.687979
204,1689043073.719979
205,1689043073.751979
206,1689043073.783979
207,1689043073.831978
208,1689043073.8639803
209,1689043073.895978
210,1689043073.9279835
211,1689043073.9599779
212,1689043073.9919784
213,1689043074.0239785
214,1689043074.0559785
215,1689043074.0879786
216,1689043074.1199784
217,1689043074.1519785
218,1689043074.1839783
219,1689043074.2319782
220,1689043074.2639782
221,1689043074.2959826
222,1689043074.327978
223,1689043074.3599827
224,1689043074.3919823
225,1689043074.4239771
226,1689043074.455978
227,1689043074.4879777
228,1689043074.5199778
229,1689043074.5519774
230,1689043074.5839777
231,1689043074.6319823
232,1689043074.6639824
233,1689043074.6959774
234,1689043074.727979
235,1689043074.759977
236,1689043074.7919772
237,1689043074.8239772
238,1689043074.8559778
239,1689043074.887982
240,1689043074.9199822
241,1689043074.951977
242,1689043074.9839768
243,1689043075.031977
244,1689043075.0639768
245,1689043075.0959766
246,1689043075.1279771
247,1689043075.1599767
248,1689043075.1919756
249,1689043075.2239761
250,1689043075.2559757
251,1689043075.2879767
252,1689043075.3199773
253,1689043075.3519764
254,1689043075.3839762
255,1689043075.4159763
256,1689043075.4639757
257,1689043075.4959807
258,1689043075.527976
259,1689043075.5599759
260,1689043075.5919762
261,1689043075.6239762
262,1689043075.6559806
263,1689043075.687976
264,1689043075.7199757
265,1689043075.7519758
266,1689043075.7839756
267,1689043075.8319757
268,1689043075.8639803
269,1689043075.895975
270,1689043075.9279754
271,1689043075.9599752
272,1689043075.9919753
273,1689043076.0239754
274,1689043076.0559752
275,1689043076.0879743
276,1689043076.1199749
277,1689043076.1519752
278,1689043076.1839752
279,1689043076.2159748
280,1689043076.263975
281,1689043076.2959745
282,1689043076.3279746
283,1689043076.3599746
284,1689043076.391979
285,1689043076.4239745
286,1689043076.4559743
287,1689043076.4876611
288,1689043076.519661
289,1689043076.5516603
290,1689043076.583661
291,1689043076.615661
292,1689043076.6636608
293,1689043076.6956608
294,1689043076.727661
295,1689043076.75966
296,1689043076.79166
297,1689043076.8236604
298,1689043076.85566
299,1689043076.887662
300,1689043076.9196603
301,1689043076.951665
302,1689043076.9836595
303,1689043077.0156603
304,1689043077.0636601
305,1689043077.0956638
306,1689043077.12766
307,1689043077.1596591
308,1689043077.1916597
309,1689043077.2236598
310,1689043077.2556598
311,1689043077.28766
312,1689043077.3196597
313,1689043077.351659
314,1689043077.383664
315,1689043077.4156594
316,1689043077.4636595
317,1689043077.4952605
318,1689043077.5272603
319,1689043077.5592601
320,1689043077.5922604
321,1689043077.6242602
322,1689043077.65526
323,1689043077.6872602
324,1689043077.71926
325,1689043077.7512643
326,1689043077.7832592
327,1689043077.8152642
328,1689043077.86426
329,1689043077.8952646
330,1689043077.9272597
331,1689043077.9592643
332,1689043077.9912596
333,1689043078.0232596
334,1689043078.0552595
335,1689043078.0872595
336,1689043078.1192594
337,1689043078.1512594
338,1689043078.1832592
339,1689043078.215574
340,1689043078.2634926
341,1689043078.295581
342,1689043078.3275795
343,1689043078.359581
344,1689043078.3915799
345,1689043078.4235842
346,1689043078.45558
347,1689043078.4875848
348,1689043078.51958
349,1689043078.551579
350,1689043078.58358
351,1689043078.6155796
352,1689043078.6635797
353,1689043078.695581
354,1689043078.7280197
355,1689043078.760021
356,1689043078.79202
357,1689043078.8240201
358,1689043078.85602
359,1689043078.88802
360,1689043078.9200194
361,1689043078.9516788
362,1689043078.9836788
363,1689043079.0156784
364,1689043079.0636787
365,1689043079.0956776
366,1689043079.1276782
367,1689043079.1596808
368,1689043079.1913216
369,1689043079.2233267
370,1689043079.2553213
371,1689043079.2873213
372,1689043079.3193214
373,1689043079.3513255
374,1689043079.3833215
375,1689043079.4153206
376,1689043079.4473212
377,1689043079.495571
378,1689043079.5275707
379,1689043079.559571
380,1689043079.5915754
381,1689043079.623575
382,1689043079.6555707
383,1689043079.687571
384,1689043079.7195709
385,1689043079.7515707
386,1689043079.7835708
387,1689043079.8155704
388,1689043079.8635702
389,1689043079.8955698
390,1689043079.9275703
391,1689043079.9595716
392,1689043079.9915712
393,1689043080.02357
394,1689043080.0555692
395,1689043080.08757
396,1689043080.1195703
397,1689043080.1515746
398,1689043080.18357
399,1689043080.2155697
400,1689043080.2475696
401,1689043080.295569
402,1689043080.3275695
403,1689043080.3595736
404,1689043080.3915691
405,1689043080.4235702
406,1689043080.4555695
407,1689043080.4872282
408,1689043080.519233
409,1689043080.5512285
410,1689043080.5832283
411,1689043080.6152287
412,1689043080.6472335
413,1689043080.6952286
414,1689043080.7272284
415,1689043080.7592292
416,1689043080.791233
417,1689043080.8232281
418,1689043080.8552282
419,1689043080.8872325
420,1689043080.920228
421,1689043080.9522283
422,1689043080.9832327
423,1689043081.0152278
424,1689043081.063228
425,1689043081.095798
426,1689043081.127798
427,1689043081.159798
428,1689043081.191798
429,1689043081.2237976
430,1689043081.2558026
431,1689043081.287798
432,1689043081.3197978
433,1689043081.3517976
434,1689043081.3837974
435,1689043081.415802
436,1689043081.4477975
437,1689043081.4953594
438,1689043081.5273592
439,1689043081.5593593
440,1689043081.5913637
441,1689043081.6233594
442,1689043081.6553593
443,1689043081.687359
444,1689043081.7193592
445,1689043081.751359
446,1689043081.783363
447,1689043081.8153589
448,1689043081.847359
449,1689043081.895359
450,1689043081.9273589
451,1689043081.9603636
452,1689043081.9913588
453,1689043082.0233629
454,1689043082.0553625
455,1689043082.0879538
456,1689043082.1199493
457,1689043082.151954
458,1689043082.1839492
459,1689043082.2159493
460,1689043082.247954
461,1689043082.2959483
462,1689043082.3279488
463,1689043082.359949
464,1689043082.3919487
465,1689043082.4239488
466,1689043082.4559488
467,1689043082.4879494
468,1689043082.5199487
469,1689043082.5519488
470,1689043082.5839531
471,1689043082.6159484
472,1689043082.6479485
473,1689043082.6959484
474,1689043082.727949
475,1689043082.7599478
476,1689043082.7919488
477,1689043082.8239484
478,1689043082.855948
479,1689043082.887948
480,1689043082.9199529
481,1689043082.951948
482,1689043082.983948
483,1689043083.0159473
484,1689043083.047948
485,1689043083.0959477
486,1689043083.1279478
487,1689043083.159947
488,1689043083.1919467
489,1689043083.2233472
490,1689043083.2559862
491,1689043083.2879872
492,1689043083.31999
493,1689043083.3519864
494,1689043083.3839815
495,1689043083.4159856
496,1689043083.4479864
497,1689043083.4799817
498,1689043083.5279815
499,1689043083.5599856
500,1689043083.5919812
501,1689043083.623986
502,1689043083.6559813
503,1689043083.6879864
504,1689043083.719986
505,1689043083.7519813
506,1689043083.7839854
507,1689043083.8159804
508,1689043083.8479822
509,1689043083.895982
510,1689043083.9279811
511,1689043083.95998
512,1689043083.9919806
513,1689043084.0239797
514,1689043084.055982
515,1689043084.08798
516,1689043084.1199799
517,1689043084.151985
518,1689043084.1839802
519,1689043084.2159803
520,1689043084.2479804
521,1689043084.2959797
522,1689043084.3279846
523,1689043084.35998
524,1689043084.3919797
525,1689043084.4239845
526,1689043084.45598
527,1689043084.48798
528,1689043084.5199797
529,1689043084.5519798
530,1689043084.5839794
531,1689043084.616985
532,1689043084.6479795
533,1689043084.6799798
534,1689043084.727984
535,1689043084.7599792
536,1689043084.7919796
537,1689043084.8239787
538,1689043084.8559792
539,1689043084.887979
540,1689043084.9199836
541,1689043084.9519784
542,1689043084.983979
543,1689043085.015979
544,1689043085.047979
545,1689043085.0959787
546,1689043085.1279788
547,1689043085.1599789
548,1689043085.1919787
549,1689043085.2239788
550,1689043085.2559843
551,1689043085.2879784
552,1689043085.3199785
553,1689043085.3519785
554,1689043085.3839788
555,1689043085.4159825
556,1689043085.4479775
557,1689043085.4799786
558,1689043085.5274968
559,1689043085.5591893
560,1689043085.5921888
561,1689043085.6231892
562,1689043085.6561892
563,1689043085.687189
564,1689043085.719189
565,1689043085.752189
566,1689043085.7831888
567,1689043085.816188
568,1689043085.8471944
569,1689043085.8791888
570,1689043085.927193
571,1689043085.9591928
572,1689043085.9911892
573,1689043086.0231926
574,1689043086.0561929
575,1689043086.0871885
576,1689043086.1191883
577,1689043086.151193
578,1689043086.1831882
579,1689043086.2151911
580,1689043086.2481873
581,1689043086.2951875
582,1689043086.327188
583,1689043086.3591871
584,1689043086.3911924
585,1689043086.423188
586,1689043086.456192
587,1689043086.4871922
588,1689043086.5191917
589,1689043086.5511918
590,1689043086.5831919
591,1689043086.6151924
592,1689043086.6471918
593,1689043086.6791875
594,1689043086.7271876
595,1689043086.7591872
596,1689043086.7911916
597,1689043086.8231866
598,1689043086.8551872
599,1689043086.8871872
600,1689043086.9191923
601,1689043086.951187
602,1689043086.9831913
603,1689043087.0151868
604,1689043087.0481865
605,1689043087.0791867
606,1689043087.1271868
607,1689043087.1591866
608,1689043087.1911864
609,1689043087.2231865
610,1689043087.256191
611,1689043087.2871861
612,1689043087.3191905
613,1689043087.3511865
614,1689043087.383187
615,1689043087.4151862
616,1689043087.4471862
617,1689043087.4791858
618,1689043087.527186
619,1689043087.5601861
620,1689043087.5911903
621,1689043087.6231856
622,1689043087.6561863
623,1689043087.6871858
624,1689043087.7191901
625,1689043087.751186
626,1689043087.784185
627,1689043087.81519
628,1689043087.8471854
629,1689043087.879186
630,1689043087.9281878
631,1689043087.9591863
632,1689043087.9911857
633,1689043088.0231857
634,1689043088.055186
635,1689043088.0881853
636,1689043088.119185
637,1689043088.1511858
638,1689043088.1841848
639,1689043088.215185
640,1689043088.247185
641,1689043088.2791846
642,1689043088.3271847
643,1689043088.3591847
644,1689043088.3911843
645,1689043088.4231887
646,1689043088.4551845
647,1689043088.4871843
648,1689043088.5191846
649,1689043088.5511844
650,1689043088.5831888
651,1689043088.616184
652,1689043088.6471841
653,1689043088.6791844
654,1689043088.7281835
655,1689043088.7591884
656,1689043088.7911835
657,1689043088.8241842
658,1689043088.8551881
659,1689043088.888183
660,1689043088.9191837
661,1689043088.9511876
662,1689043088.9831836
663,1689043089.0151834
664,1689043089.047183
665,1689043089.0791886
666,1689043089.1281836
667,1689043089.1591878
668,1689043089.1911874
669,1689043089.223184
670,1689043089.2551844
671,1689043089.2881842
672,1689043089.319183
673,1689043089.351183
674,1689043089.3841875
675,1689043089.4151874
676,1689043089.4471872
677,1689043089.479183
678,1689043089.5271866
679,1689043089.559187
680,1689043089.5911827
681,1689043089.6231868
682,1689043089.6551874
683,1689043089.6871824
684,1689043089.7191825
685,1689043089.7511823
686,1689043089.7831833
687,1689043089.8151867
688,1689043089.847182
689,1689043089.8791866
690,1689043089.9121826
691,1689043089.959187
692,1689043089.9911819
693,1689043090.0241818
694,1689043090.0551815
695,1689043090.0881813
696,1689043090.1191816
697,1689043090.151182
698,1689043090.1831815
699,1689043090.2151814
700,1689043090.2471807
701,1689043090.2791805
702,1689043090.3271813
703,1689043090.3591814
704,1689043090.3911812
705,1689043090.4231813
706,1689043090.4561856
707,1689043090.487181
708,1689043090.519181
709,1689043090.5511851
710,1689043090.5831854
711,1689043090.6151807
712,1689043090.647185
713,1689043090.6791809
714,1689043090.7111807
715,1689043090.7601805
716,1689043090.7911806
717,1689043090.8231852
718,1689043090.85518
