timestamp,bvp
1689043066.9322717,27
1689043066.9822712,47
1689043067.0322714,73
1689043067.0822752,76
1689043067.1322749,67
1689043067.1820347,61
1689043067.2322936,56
1689043067.2822907,53
1689043067.3322933,51
1689043067.3822937,47
1689043067.4322891,40
1689043067.482289,33
1689043067.532289,29
1689043067.582288,28
1689043067.632288,27
1689043067.6822898,26
1689043067.7322931,23
1689043067.7822928,21
1689043067.832288,19
1689043067.8682926,28
1689043067.916293,43
1689043067.9662888,68
1689043068.0162907,70
1689043068.0662923,61
1689043068.116288,55
1689043068.1662872,51
1689043068.2162926,49
1689043068.2662883,48
1689043068.316287,46
1689043068.3662932,40
1689043068.4162886,33
1689043068.466293,29
1689043068.5162876,28
1689043068.566293,27
1689043068.6162918,26
1689043068.6662912,24
1689043068.7162864,22
1689043068.7662861,20
1689043068.816288,22
1689043068.866291,42
1689043068.9042873,66
1689043068.9522867,69
1689043069.0022907,60
1689043069.0522873,52
1689043069.113291,48
1689043069.1632855,47
1689043069.2132862,47
1689043069.2632904,42
1689043069.3132875,36
1689043069.3632905,28
1689043069.413286,24
1689043069.4632897,21
1689043069.5132873,20
1689043069.5632849,18
1689043069.6132865,15
1689043069.6632895,12
1689043069.7132864,9
1689043069.7632897,6
1689043069.8132846,23
1689043069.863285,53
1689043069.9012904,65
1689043069.9492893,59
1689043069.999289,47
1689043070.0492892,39
1689043070.0992894,38
1689043070.1492891,40
1689043070.19929,41
1689043070.2492855,36
1689043070.2992883,28
1689043070.3492846,22
1689043070.3990147,20
1689043070.4490101,21
1689043070.499014,23
1689043070.5490088,24
1689043070.5990152,23
1689043070.6490147,30
1689043070.6990135,52
1689043070.749013,67
1689043070.7990131,60
1689043070.8490105,47
1689043070.8820107,40
1689043070.938013,40
1689043070.9880087,48
1689043071.038013,50
1689043071.0960083,44
1689043071.1460075,33
1689043071.1960123,26
1689043071.2460115,23
1689043071.2960129,22
1689043071.346009,23
1689043071.396436,22
1689043071.446436,20
1689043071.4964316,32
1689043071.5464356,62
1689043071.5964305,80
1689043071.646433,73
1689043071.6964326,63
1689043071.7464325,57
1689043071.796436,55
1689043071.8464355,55
1689043071.8804348,53
1689043071.9304354,48
1689043071.9804351,40
1689043072.030435,32
1689043072.0804298,28
1689043072.1304345,26
1689043072.1804311,27
1689043072.2304301,26
1689043072.2804346,24
1689043072.3304298,21
1689043072.3824344,23
1689043072.431434,48
1689043072.481431,77
1689043072.5304346,79
1689043072.5804298,68
1689043072.6304297,59
1689043072.6804335,55
1689043072.730429,53
1689043072.7804298,53
1689043072.8304338,49
1689043072.8694284,40
1689043072.9128604,35
1689043072.9629848,29
1689043073.0129797,26
1689043073.0629847,25
1689043073.1129792,25
1689043073.1629846,23
1689043073.2129846,21
1689043073.2629843,18
1689043073.3129797,21
1689043073.3629787,47
1689043073.4129808,76
1689043073.4629838,76
1689043073.5129795,64
1689043073.562984,55
1689043073.6129837,50
1689043073.6629784,51
1689043073.7129843,51
1689043073.7629786,46
1689043073.8129787,37
1689043073.8629835,29
1689043073.8969781,24
1689043073.9469829,23
1689043073.9969828,23
1689043074.0469797,24
1689043074.0969825,22
1689043074.1469796,20
1689043074.196978,17
1689043074.246982,21
1689043074.2969825,49
1689043074.346978,76
1689043074.3969822,75
1689043074.4469893,62
1689043074.496982,52
1689043074.5469792,49
1689043074.596977,50
1689043074.6469843,51
1689043074.6969771,45
1689043074.7469814,36
1689043074.7969763,27
1689043074.846979,21
1689043074.8799772,20
1689043074.9359765,20
1689043074.9859762,20
1689043075.0359764,17
1689043075.0969825,13
1689043075.146976,12
1689043075.1969762,37
1689043075.246978,70
1689043075.2969804,74
1689043075.3469768,60
1689043075.3969758,47
1689043075.4469762,41
1689043075.4969773,44
1689043075.5469813,49
1689043075.596975,45
1689043075.6469762,34
1689043075.696976,23
1689043075.7469757,18
1689043075.7969801,18
1689043075.8469796,21
1689043075.8799798,22
1689043075.9299817,21
1689043075.9799793,18
1689043076.0309796,27
1689043076.0799754,55
1689043076.1299791,72
1689043076.1799824,65
1689043076.2299788,49
1689043076.2799819,37
1689043076.3299804,39
1689043076.379979,48
1689043076.4299788,51
1689043076.4796612,42
1689043076.5296602,33
