timestamp,spo2
1689043066.8822753,97
1689043067.8682926,97
1689043068.9042873,97
1689043069.9012904,97
1689043070.8820107,97
1689043071.8804348,97
1689043072.8694284,97
1689043073.8969781,97
1689043074.8799772,97
1689043075.8799798,97
1689043076.868666,97
1689043077.8972657,97
1689043078.880021,97
1689043079.8695703,97
1689043080.897232,97
1689043081.881364,97
1689043082.8699522,97
1689043083.8699837,97
1689043084.8999834,97
1689043085.8701906,96
1689043086.8981862,96
1689043087.881185,96
1689043088.8701878,96
1689043089.8981862,96
1689043090.8811805,96
1689043091.8696833,96
1689043092.8976781,96
1689043093.8820174,96
1689043094.8700151,96
1689043095.8980126,96
1689043096.882006,96
1689043097.870922,96
1689043098.8987234,96
1689043099.8817174,96
1689043100.8707197,96
1689043101.8987143,96
1689043102.881713,96
1689043103.8707113,96
1689043104.8988445,96
1689043105.8818412,96
1689043106.8714547,96
1689043107.8994482,96
1689043108.883448,96
1689043109.8724453,96
1689043110.902207,96
1689043111.8862057,96
1689043112.8833358,96
1689043113.8719397,96
1689043114.9049413,96
1689043115.8862836,96
1689043116.8722777,96
1689043117.9032757,96
1689043118.8862817,96
1689043119.8721466,96
1689043120.9029233,96
1689043121.899921,95
1689043122.8839648,95
1689043123.8729584,95
1689043124.9079614,95
1689043125.8728657,94
1689043126.905568,94
1689043127.887308,94
1689043128.87331,94
1689043129.9036264,94
1689043130.90063,93
1689043131.8846283,93
1689043132.8726223,93
1689043133.9006197,93
1689043134.8876183,93
1689043135.8846211,93
1689043136.873698,93
1689043137.9066937,93
1689043138.887734,93
1689043139.8737333,93
1689043140.9045904,93
1689043141.8883789,93
1689043142.8743796,93
1689043143.8741162,93
1689043144.9101086,93
1689043145.9023943,93
1689043146.8863878,93
1689043147.8752894,93
1689043148.8749573,92
1689043149.9029498,92
1689043150.885534,92
1689043151.8745294,92
1689043152.8753662,91
1689043153.9033592,91
1689043154.8858829,91
1689043155.8748846,91
1689043156.9028788,91
1689043157.8869445,91
1689043158.8756294,91
1689043159.9033303,91
1689043160.8903286,91
1689043161.8792515,91
1689043162.8762498,91
1689043163.903964,91
1689043164.9009588,90
1689043165.8869627,90
1689043166.87592,90
1689043167.903917,90
1689043168.8879168,90
1689043169.8759134,90
1689043170.9038055,90
1689043171.9024131,89
1689043172.8877578,89
1689043173.876756,89
1689043174.904941,89
1689043175.8889413,89
1689043176.8769426,89
1689043177.876941,88
1689043178.9048913,88
1689043179.8772044,87
1689043180.9052029,87
1689043181.8886309,87
1689043182.8766744,87
1689043183.9044423,87
1689043184.9032915,90
1689043185.8779123,91
1689043186.8781855,94
1689043187.878251,95
1689043188.8777723,98
1689043189.9053166,99
1689043190.8893423,99
1689043191.8783343,99
1689043192.9063373,99
1689043193.8903575,99
1689043194.8903615,99
1689043195.8903544,99
1689043196.8793526,98
1689043197.9063551,98
1689043198.890354,98
1689043199.879352,98
1689043200.9103506,98
1689043201.893077,98
1689043202.8929775,98
1689043203.8789763,98
1689043204.9095907,98
1689043205.8925853,98
1689043206.8793757,98
1689043207.910369,98
1689043208.8933723,98
1689043209.8883667,98
1689043210.8803647,98
1689043211.880363,98
1689043212.9146702,98
1689043213.9081361,98
1689043214.891139,98
1689043215.8801322,98
