timestamp,hr
1689046708.1529517,75
1689046709.184009,75
1689046710.1675446,75
1689046711.164126,74
1689046712.1531198,74
1689046713.1808264,74
1689046714.1790447,74
1689046715.164686,74
1689046716.1535778,74
1689046717.1866467,74
1689046718.1685321,73
1689046719.1545305,73
1689046720.1852667,73
1689046721.1680522,73
1689046722.154449,73
1689046723.1539123,72
1689046724.181672,72
1689046725.1658082,72
1689046726.153802,72
1689046727.182099,72
1689046728.1660979,72
1689046729.1550958,72
1689046730.1880944,72
1689046731.1691093,71
1689046732.1551032,71
1689046733.1859972,71
1689046734.169006,71
1689046735.154987,71
1689046736.1545274,70
1689046737.1545296,70
1689046738.1546555,69
1689046739.1558847,70
1689046740.185883,70
1689046741.1698785,70
1689046742.166665,69
1689046743.155516,69
1689046744.1847003,69
1689046745.1668413,69
1689046746.1558352,69
1689046747.1837676,69
1689046748.166766,69
1689046749.1558142,69
1689046750.1838384,69
1689046751.167973,69
1689046752.156976,69
1689046753.1839702,69
1689046754.1679685,69
1689046755.156971,69
1689046756.1874251,68
1689046757.1714478,68
1689046758.1567273,68
1689046759.19246,68
1689046760.18233,67
1689046761.1684482,67
1689046762.1574512,67
1689046763.190462,67
1689046764.1705537,68
1689046765.1685526,68
1689046766.1655567,69
1689046767.1581087,68
1689046768.1877,68
1689046769.1721025,68
1689046770.1581051,68
1689046771.1581035,69
1689046772.1870973,69
1689046773.1691973,69
1689046774.1576223,69
1689046775.1856194,69
1689046776.1702647,69
1689046777.159263,69
1689046778.1888077,70
1689046779.1917408,70
1689046780.173317,71
1689046781.1704261,72
1689046782.1590433,72
1689046783.186716,72
1689046784.1699274,72
1689046785.1589293,72
1689046786.1899233,72
1689046787.1730998,72
1689046788.158981,72
1689046789.1599836,71
1689046790.1869783,71
1689046791.1709762,71
1689046792.1594515,71
1689046793.1924584,71
1689046794.1734488,70
1689046795.1704469,71
1689046796.1601045,71
1689046797.1911306,70
1689046798.1741307,70
1689046799.1601248,70
1689046800.159654,71
1689046801.160276,71
1689046802.18827,71
1689046803.1754465,71
1689046804.160439,71
1689046805.1913285,71
1689046806.1753306,71
1689046807.1613243,71
1689046808.192348,71
1689046809.177697,71
1689046810.1696951,71
1689046811.1604936,71
1689046812.1614928,71
1689046813.188838,71
1689046814.1748316,71
1689046815.1618297,71
1689046816.1917727,71
1689046817.1937752,71
1689046818.1757734,72
1689046819.161768,72
1689046820.1932316,72
1689046821.190234,72
1689046822.1734889,72
1689046823.1616457,72
1689046824.1900904,72
1689046825.174081,72
1689046826.1616838,72
1689046827.1898675,72
1689046828.173862,72
1689046829.1630192,72
1689046830.1910188,72
1689046831.1740208,72
1689046832.174336,71
1689046833.1733346,70
1689046834.1623328,70
1689046835.1913314,70
1689046836.1742685,70
1689046837.1720054,70
1689046838.1750033,69
1689046839.1750054,68
1689046840.163761,68
1689046841.1905606,68
1689046842.1745548,68
1689046843.163609,68
1689046844.1916034,68
1689046845.1746027,68
1689046846.1636543,68
1689046847.1916459,68
1689046848.1744814,68
1689046849.1633732,68
1689046850.1921406,68
1689046851.176612,68
1689046852.1646137,68
1689046853.1950085,69
1689046854.1790078,69
1689046855.1650057,69
1689046856.194819,69
1689046857.1978166,69
1689046858.1788116,70
1689046859.1646805,70
1689046860.1956851,70
1689046861.1792102,70
1689046862.1652093,70
1689046863.201207,70
1689046864.1924093,71
1689046865.1764019,71
1689046866.1654,71
1689046867.1934,71
1689046868.1793962,71
1689046869.1763952,72
1689046870.176393,71
1689046871.16589,71
1689046872.1988928,71
1689046873.1802146,70
1689046874.1661515,70
1689046875.1657393,71
1689046876.1937332,71
1689046877.1777315,71
1689046878.1668792,71
1689046879.196918,70
1689046880.1808517,70
1689046881.1783829,70
1689046882.1665945,70
1689046883.195084,70
1689046884.1772604,70
1689046885.1672635,70
1689046886.2001977,70
1689046887.18074,69
1689046888.1668317,69
1689046889.198243,69
1689046890.181246,69
1689046891.1788409,70
1689046892.167454,70
1689046893.195777,70
1689046894.1786401,70
1689046895.1676388,70
1689046896.167639,71
1689046897.1675453,72
1689046898.168067,72
1689046899.2040627,72
1689046900.2011182,73
1689046901.1822839,74
1689046902.1795564,75
1689046903.1689057,75
1689046904.1959105,75
1689046905.180029,75
1689046906.169171,75
1689046907.2016842,75
1689046908.1826825,76
1689046909.1796815,77
1689046910.1689677,77
1689046911.1968124,77
1689046912.1794722,77
1689046913.177469,77
1689046914.168289,77
1689046915.169288,77
1689046916.17495,77
1689046917.1701565,77
1689046918.170151,77
1689046919.1701534,77
1689046920.1697311,77
1689046921.16948,76
1689046922.1700237,76
1689046923.1695964,75
1689046924.197308,75
1689046925.1815975,75
1689046926.169743,75
1689046927.197741,75
1689046928.1818602,75
1689046929.1708624,75
1689046930.1986165,75
1689046931.1817226,75
1689046932.1707184,75
1689046933.1986928,75
1689046934.1846914,75
1689046935.1706858,75
1689046936.2016973,75
1689046937.1842222,75
