timestamp,spo2
1689041007.7070563,98
1689041008.7388222,98
1689041009.721825,98
1689041010.7074206,98
1689041011.7384152,98
1689041012.7214174,98
1689041013.7084172,98
1689041014.708409,98
1689041015.7554126,98
1689041016.7382398,98
1689041017.7222478,98
1689041018.7082548,98
1689041019.7392406,98
1689041020.7222428,98
1689041021.7080395,98
1689041022.7440817,98
1689041023.7360845,98
1689041024.720083,98
1689041025.7202997,98
1689041026.7099617,98
1689041027.7391531,98
1689041028.7233326,98
1689041029.709973,98
1689041030.7409644,98
1689041031.7239676,98
1689041032.7099607,98
1689041033.7409592,98
1689041034.7235117,98
1689041035.7215066,98
1689041036.710138,98
1689041037.7377481,98
1689041038.72174,98
1689041039.710144,98
1689041040.7383509,98
1689041041.721367,98
1689041042.7105384,98
1689041043.7436683,98
1689041044.7246695,98
1689041045.7106605,98
1689041046.7106595,98
1689041047.7106574,98
1689041048.7383115,98
1689041049.72286,98
1689041050.7224107,98
1689041051.7110264,98
1689041052.7390249,98
1689041053.7230191,98
1689041054.7110217,98
1689041055.71102,97
1689041056.746014,97
1689041057.7360134,97
1689041058.722015,97
1689041059.7426505,98
1689041060.7252073,98
1689041061.714463,98
1689041062.71199,98
1689041063.7589898,98
1689041064.7469912,98
1689041065.7459855,98
1689041066.7265341,98
1689041067.7125318,98
1689041068.7435348,98
1689041069.7265284,98
1689041070.7123544,98
1689041071.7433488,98
1689041072.7264118,98
1689041073.7123516,98
1689041074.7133477,98
1689041075.745342,98
1689041076.741717,97
1689041077.7247906,97
1689041078.7137833,97
1689041079.7468615,97
1689041080.7277842,97
1689041081.713323,97
1689041082.744155,97
1689041083.727154,97
1689041084.7131531,97
1689041085.7131548,97
1689041086.7411528,97
1689041087.7256558,97
1689041088.7146485,97
1689041089.714646,96
1689041090.7426448,96
1689041091.7256482,96
1689041092.7146418,96
1689041093.7426443,96
1689041094.7256424,96
1689041095.7146373,96
1689041096.742639,96
1689041097.7260044,96
1689041098.7140083,96
1689041099.715002,95
1689041100.744999,95
1689041101.729411,95
1689041102.715409,95
1689041103.7454116,95
1689041104.7294056,95
1689041105.7154303,95
1689041106.7464244,95
1689041107.7294226,95
1689041108.7408426,94
1689041109.7268348,94
1689041110.714897,94
1689041111.7428951,94
1689041112.72789,94
1689041113.7158923,94
1689041114.7488868,94
1689041115.7308881,94
1689041116.715883,94
1689041117.7468855,94
1689041118.7298834,94
1689041119.7268822,94
1689041120.7248802,93
1689041121.716875,93
1689041122.746873,93
1689041123.7298715,93
1689041124.7177207,93
1689041125.7177355,93
1689041126.764832,93
1689041127.746868,93
1689041128.7315366,93
1689041129.7170877,93
1689041130.7173538,93
1689041131.750143,93
1689041132.7309284,93
1689041133.727927,92
1689041134.7279272,92
1689041135.716919,92
1689041136.749839,92
1689041137.7308376,92
1689041138.7178354,92
1689041139.7488291,92
1689041140.731828,92
1689041141.718424,92
1689041142.7494218,92
1689041143.7324607,92
1689041144.7183907,92
1689041145.7533891,92
1689041146.7494042,91
1689041147.7327325,91
1689041148.7187264,91
1689041149.7497241,91
1689041150.733727,91
1689041151.7277257,91
1689041152.7302783,91
1689041153.7192774,91
1689041154.7522764,91
1689041155.7332757,91
1689041156.718843,91
1689041157.7504494,91
1689041158.7332296,91
1689041159.719227,91
1689041160.7502253,91
1689041161.7332244,91
1689041162.7199066,91
1689041163.750445,91
1689041164.7344456,91
1689041165.7314446,90
1689041166.7204382,90
1689041167.7204368,90
1689041168.751439,90
1689041169.7344394,90
1689041170.7204323,90
1689041171.7204351,90
1689041172.7204337,90
1689041173.7534306,90
1689041174.7484298,91
1689041175.7324288,91
1689041176.7209072,91
1689041177.7492836,91
1689041178.732286,91
1689041179.7212808,91
1689041180.7562783,91
1689041181.7682757,91
1689041182.7560945,91
1689041183.7460887,91
1689041184.7320874,91
1689041185.7211075,91
1689041186.7496512,91
1689041187.747654,92
1689041188.733653,92
1689041189.7441387,93
1689041190.7331374,93
1689041191.7470126,94
1689041192.7220063,95
1689041193.7227077,96
1689041194.7507052,96
1689041195.7337034,96
1689041196.731704,97
1689041197.7311203,98
1689041198.7221186,98
1689041199.7501266,98
1689041200.7341287,98
1689041201.7236915,98
1689041202.7514298,98
1689041203.7342935,98
1689041204.7349205,98
1689041205.7236054,98
1689041206.7540257,98
1689041207.7369115,98
1689041208.723718,98
1689041209.7540562,98
1689041210.7376344,98
1689041211.7236278,98
1689041212.7587798,98
1689041213.751605,98
1689041214.7381158,98
1689041215.7237356,98
1689041216.753731,98
1689041217.7384837,98
1689041218.7242668,98
1689041219.7553158,98
1689041220.7384157,98
