timestamp,hr
1689041007.7070563,78
1689041008.7388222,78
1689041009.721825,78
1689041010.7074206,78
1689041011.7384152,78
1689041012.7214174,78
1689041013.7084172,78
1689041014.708409,77
1689041015.7554126,77
1689041016.7382398,78
1689041017.7222478,78
1689041018.7082548,78
1689041019.7392406,78
1689041020.7222428,78
1689041021.7080395,78
1689041022.7440817,78
1689041023.7360845,77
1689041024.720083,77
1689041025.7202997,76
1689041026.7099617,76
1689041027.7391531,77
1689041028.7233326,77
1689041029.709973,77
1689041030.7409644,77
1689041031.7239676,77
1689041032.7099607,77
1689041033.7409592,77
1689041034.7235117,77
1689041035.7215066,76
1689041036.710138,76
1689041037.7377481,76
1689041038.72174,76
1689041039.710144,76
1689041040.7383509,76
1689041041.721367,76
1689041042.7105384,76
1689041043.7436683,76
1689041044.7246695,75
1689041045.7106605,75
1689041046.7106595,76
1689041047.7106574,76
1689041048.7383115,76
1689041049.72286,76
1689041050.7224107,77
1689041051.7110264,77
1689041052.7390249,77
1689041053.7230191,77
1689041054.7110217,77
1689041055.71102,78
1689041056.746014,79
1689041057.7360134,81
1689041058.722015,81
1689041059.7426505,80
1689041060.7252073,81
1689041061.714463,81
1689041062.71199,81
1689041063.7589898,81
1689041064.7469912,80
1689041065.7459855,79
1689041066.7265341,78
1689041067.7125318,78
1689041068.7435348,78
1689041069.7265284,78
1689041070.7123544,78
1689041071.7433488,78
1689041072.7264118,78
1689041073.7123516,78
1689041074.7133477,77
1689041075.745342,77
1689041076.741717,78
1689041077.7247906,78
1689041078.7137833,78
1689041079.7468615,78
1689041080.7277842,79
1689041081.713323,79
1689041082.744155,79
1689041083.727154,79
1689041084.7131531,79
1689041085.7131548,80
1689041086.7411528,80
1689041087.7256558,80
1689041088.7146485,80
1689041089.714646,80
1689041090.7426448,80
1689041091.7256482,80
1689041092.7146418,80
1689041093.7426443,80
1689041094.7256424,80
1689041095.7146373,80
1689041096.742639,80
1689041097.7260044,80
1689041098.7140083,80
1689041099.715002,80
1689041100.744999,80
1689041101.729411,80
1689041102.715409,80
1689041103.7454116,80
1689041104.7294056,80
1689041105.7154303,80
1689041106.7464244,80
1689041107.7294226,80
1689041108.7408426,80
1689041109.7268348,80
1689041110.714897,80
1689041111.7428951,80
1689041112.72789,80
1689041113.7158923,80
1689041114.7488868,80
1689041115.7308881,79
1689041116.715883,79
1689041117.7468855,79
1689041118.7298834,79
1689041119.7268822,78
1689041120.7248802,78
1689041121.716875,78
1689041122.746873,79
1689041123.7298715,79
1689041124.7177207,79
1689041125.7177355,80
1689041126.764832,80
1689041127.746868,81
1689041128.7315366,81
1689041129.7170877,81
1689041130.7173538,82
1689041131.750143,82
1689041132.7309284,83
1689041133.727927,83
1689041134.7279272,84
1689041135.716919,84
1689041136.749839,84
1689041137.7308376,85
1689041138.7178354,85
1689041139.7488291,85
1689041140.731828,85
1689041141.718424,85
1689041142.7494218,85
1689041143.7324607,85
1689041144.7183907,85
1689041145.7533891,85
1689041146.7494042,84
1689041147.7327325,84
1689041148.7187264,84
1689041149.7497241,84
1689041150.733727,84
1689041151.7277257,83
1689041152.7302783,82
1689041153.7192774,82
1689041154.7522764,82
1689041155.7332757,81
1689041156.718843,81
1689041157.7504494,81
1689041158.7332296,81
1689041159.719227,81
1689041160.7502253,81
1689041161.7332244,81
1689041162.7199066,81
1689041163.750445,81
1689041164.7344456,81
1689041165.7314446,81
1689041166.7204382,81
1689041167.7204368,80
1689041168.751439,79
1689041169.7344394,79
1689041170.7204323,79
1689041171.7204351,78
1689041172.7204337,78
1689041173.7534306,78
1689041174.7484298,79
1689041175.7324288,79
1689041176.7209072,79
1689041177.7492836,79
1689041178.732286,79
1689041179.7212808,79
1689041180.7562783,80
1689041181.7682757,81
1689041182.7560945,82
1689041183.7460887,83
1689041184.7320874,83
1689041185.7211075,83
1689041186.7496512,83
1689041187.747654,83
1689041188.733653,83
1689041189.7441387,83
1689041190.7331374,83
1689041191.7470126,84
1689041192.7220063,84
1689041193.7227077,84
1689041194.7507052,84
1689041195.7337034,84
1689041196.731704,84
1689041197.7311203,84
1689041198.7221186,84
1689041199.7501266,84
1689041200.7341287,84
1689041201.7236915,84
1689041202.7514298,84
1689041203.7342935,84
1689041204.7349205,85
1689041205.7236054,85
1689041206.7540257,86
1689041207.7369115,86
1689041208.723718,86
1689041209.7540562,86
1689041210.7376344,86
1689041211.7236278,86
1689041212.7587798,86
1689041213.751605,87
1689041214.7381158,87
1689041215.7237356,87
1689041216.753731,87
1689041217.7384837,87
1689041218.7242668,87
1689041219.7553158,87
1689041220.7384157,87
