timestamp,spo2
1689045069.0554576,98
1689045070.0385857,98
1689045071.0252094,98
1689045072.0557928,98
1689045073.0387871,98
1689045074.0244572,98
1689045075.025413,98
1689045076.0253818,98
1689045077.0255053,98
1689045078.0607316,98
1689045079.058725,98
1689045080.0396724,98
1689045081.037101,98
1689045082.0289717,98
1689045083.0254295,98
1689045084.0259645,98
1689045085.026045,98
1689045086.0270755,98
1689045087.0266798,98
1689045088.0266747,98
1689045089.0266721,98
1689045090.057094,98
1689045091.0409636,98
1689045092.0265226,98
1689045093.0580456,98
1689045094.0409658,98
1689045095.0269616,98
1689045096.0579627,98
1689045097.0409617,98
1689045098.0269544,98
1689045099.0580807,98
1689045100.0404997,98
1689045101.0275574,98
1689045102.0575948,98
1689045103.0416822,98
1689045104.0276792,98
1689045105.0586774,98
1689045106.041239,98
1689045107.0272632,98
1689045108.058266,98
1689045109.0552595,97
1689045110.0392227,97
1689045111.0282207,97
1689045112.0552802,97
1689045113.0402222,97
1689045114.0292177,97
1689045115.056214,97
1689045116.0399628,97
1689045117.0392654,97
1689045118.0402625,97
1689045119.0362105,96
1689045120.0288997,96
1689045121.02925,96
1689045122.0597987,96
1689045123.042798,96
1689045124.0289857,96
1689045125.0599797,96
1689045126.043833,96
1689045127.0598276,96
1689045128.0438297,96
1689045129.0298235,96
1689045130.0609188,96
1689045131.0440137,96
1689045132.0300114,96
1689045133.0610144,96
1689045134.0438132,96
1689045135.0296435,96
1689045136.0606458,96
1689045137.0436404,96
1689045138.041313,95
1689045139.0443113,95
1689045140.0310633,95
1689045141.0608842,95
1689045142.052814,95
1689045143.0430222,95
1689045144.03102,95
1689045145.059023,95
1689045146.0413303,95
1689045147.0308788,95
1689045148.0588763,95
1689045149.0428696,95
1689045150.042869,95
1689045151.0539248,94
1689045152.0422688,94
1689045153.031268,94
1689045154.0593238,94
1689045155.0440278,94
1689045156.0316331,94
1689045157.06644,94
1689045158.0563066,94
1689045159.042301,94
1689045160.0313034,94
1689045161.0593383,94
1689045162.043337,94
1689045163.0433362,94
1689045164.0323381,94
1689045165.037332,93
1689045166.0323348,93
1689045167.060329,93
1689045168.0443316,93
1689045169.0323303,93
1689045170.0673301,93
1689045171.0633326,93
1689045172.046331,93
1689045173.0328546,93
1689045174.032849,92
1689045175.0688467,92
1689045176.0638447,92
1689045177.0478477,92
1689045178.0338464,92
1689045179.033258,92
1689045180.061252,92
1689045181.0442545,92
1689045182.033201,92
1689045183.062065,92
1689045184.045063,92
1689045185.0340652,92
1689045186.0613103,92
1689045187.0453084,92
1689045188.034911,92
1689045189.0649128,92
1689045190.0483792,92
1689045191.0347788,92
1689045192.0657816,92
1689045193.0487487,92
1689045194.0458446,92
1689045195.0458434,92
1689045196.0348449,92
1689045197.0348384,92
1689045198.034842,92
1689045199.0658355,92
1689045200.049074,92
1689045201.035655,92
1689045202.035653,92
1689045203.0636508,92
1689045204.046649,92
1689045205.035648,92
1689045206.063545,92
1689045207.0461502,92
1689045208.0351472,92
1689045209.0661454,92
1689045210.0499012,92
1689045211.047904,92
1689045212.047861,92
1689045213.036859,92
1689045214.063914,92
1689045215.0479174,92
1689045216.0366414,92
1689045217.0645351,92
1689045218.047532,92
1689045219.0365255,92
1689045220.07186,92
1689045221.0618632,92
1689045222.049862,92
1689045223.0368602,92
1689045224.067858,92
1689045225.050852,92
1689045226.0378513,92
1689045227.0377483,92
1689045228.067826,92
1689045229.051824,92
1689045230.0378249,92
1689045231.0848248,92
1689045232.0688193,92
1689045233.0518215,92
1689045234.03782,92
1689045235.0735075,92
1689045236.070505,92
1689045237.0514996,92
1689045238.038502,92
1689045239.0684185,92
1689045240.0529692,92
1689045241.049967,91
1689045242.04944,91
1689045243.0384383,91
1689045244.0720038,91
1689045245.0530016,91
1689045246.0498314,92
1689045247.0384629,92
1689045248.0387788,93
1689045249.0387778,94
1689045250.0667722,94
1689045251.0397701,95
1689045252.044768,96
1689045253.0440087,97
1689045254.039007,97
1689045255.0739152,97
1689045256.0866637,97
1689045257.0709317,97
1689045258.0539296,97
1689045259.0399325,97
1689045260.0766425,97
1689045261.0722065,97
1689045262.0596068,97
1689045263.0656073,98
1689045264.0515988,98
1689045265.040597,98
1689045266.0735946,98
1689045267.054911,98
1689045268.0409,98
1689045269.0758984,98
1689045270.068896,98
1689045271.0548952,98
1689045272.0408936,98
1689045273.0885174,98
